aal ale
gewittert scented
gewoehnen customize
gewoehnend inuring
gewoehnlich conveniently
gewoehnt accustomed
gewoehnte inured
gewoehnung customization
gewoelbe vault
gewoelbt arched
gewogen weighted
gewogt surged
gewohnheit custom
gewohnheiten customs
gewohnt dwelt
gewohnte habitual
gewonnen gained
geworfen flinged
gewrungen mangled
gewuenscht desired
gewuergt choked
gewuerz spice
gewuerzt flavored
gewuetet raged
gewunden sinuous
gewundert wondered
gezaehlt counted
gezaehmt tamed
gezankt bickered
gezappelt flounced
gezaubert widget
gezecht tippled
gezeichnet designed
gezeigt evinced
gezeiten tide
gezerrt jerked
gezeugt begotten
gezimmert timbered
gezischt fizzed
gezittert quivered
gezoegert tarried
gezogen pulled
gezuckt shrugged
gezuechtigt castigated
gezupft twitched
gezwickt tweaked
gezwinkert winked
gezwitschert twittered
gezwungen coerced
gibt gives
gier greed
gierig avid
giessen cast
giessend pouring
giesserei foundry
giesskanne watering-can
gift poison
gifte poisons
giftig poisonous
giftstoff toxin
giftstoffe toxins
ging walked
gingen went
gipfel acme
gipfeln culminate
gipfelnd culminating
gipfelt culminates
gipfelte culminated
girlande festoon
girlanden festoons
gitarre guitar
gitarren guitars
gitter grid
glaenzend brilliant
glaenzender brillianter
glaenzenste brilliantest
glaesern glassy
glaette sleekness
glaettend sleeking
glaettet sleeks
glaeubige believers
glaeubiger believer
glanz brilliance
glas glass
glaser glazier
glasieren glaze
glasuren glazes
glatt glibby
glatter slicker
glaube estimation
glauben belief
glaubend believing
glaubhaft believable
glaubt believes
glaubwuerdig credible
gleich equal
gleichbedeutend tantamount
gleichen resemble
gleichend resembling
gleichfoermig equable
gleichfoermigkeit uniformity
gleichfoermigkeiten uniformities
gleichgemacht equalized
gleichgewicht balance
gleichgueltig incurious
gleichgueltigkeit indifference
gleichheit equality
gleichheitszeichen equals
gleichmachen equalize
gleichmachend equalizing
gleichmaessig even
gleichnis parable
gleichnisse parables
gleichsam quasi
gleicht resembles
gleichwertig equivalent
gleichwertige equivalents
gleichzeitig coeval
gleiten float
gleitend gliding
gleitet glides
gletscher glacer
glich resembled
glied limb
glieder limbs
glitzern glint
glitzernd glinting
glitzert glints
glitzerte glittered
global global
glocke bell
glockentuerme belfries
glockenturm belfry
glossen glosses
glotzen goggle
glotzend goggling
glotzt goggles
glotzte goggled
glueck luck
gluecklich felicitous
gluecklicherweise luckily
gluecksfaelle lucks
glueckwunsch congratulation
gluehbirne bulb
gluehen glow
gluehend glowing
glueht glows
gluehte glowed
glut fervency
gnaedig gracious
gnom gnome
gnome gnomes
gobelin tapestry
goettin goddes
goettlich divine
gold gold
golden golden
goldklumpen nugget
golf gulf
golfe gulfs
gosse gutter
gossen gutters
gott god
gottheit deity
gottheiten deities
gottlos godless
grab grave
graben burrow
grabend digging
grabstein tombstone
grabsteine tombstones
grad deg
gradation gradation
graeben ditches
graeber sepulchers
graebt digs
graeser grasses
graesslich dire
grafik graphic
grafiken graphics
grafisch graphical
grafschaft county
gram grief
gramm gramme
grammatik grammar
grapscht grabs
gras grass
grasnarben sods
grat ridge
grate spines
gratulieren congratulate
gratulierend congratulating
gratuliert congratulates
gratulierte congratulated
grau gray
graubaer grizzly
graubaeren grizzlies
graupeln sleet
graupelnd sleeting
graupelt sleets
grausam cruel
grausamkeit cruelty
grausamkeiten cruelties
graven grave
greifbar tangible
greifen snatch
greifend snatching
greift gripes
greisenalter senility
grell garish
grenze boundary
grenzen abut
grenzend abutting
grenzenlos boundless
grenzstein landmark
grenzsteine landmarks
grenzt abuts
griechisch greek
griff grasp
griffel pen
grill barbecue
grillen broil
grillend broiling
grillt broils
grimm fierceness
grimmig fierce
grinsen smirk
grinsend grinning
grinst grins
grinste grinned
grippe influenza
grob coarse
groesse bulk
groessen magnitudes
groesser bigger
groesste biggest
grog toddy
grogs toddies
groll dudgeon
gross big
grossartig excellent
grossbuchstaben capitals
grosseltern grandparents
grossgeschrieben capitalized
grosshaendler wholesaler
grosshandel wholesale
grossmuetig magnanimous
grossmut generosity
grossmutter grandmother
grossschrift capitalization
grossvater grandfather
grosszuegig bounteous
grotte grotto
grotten grottoes
grub graved
grube pit
gruben pits
gruebeln muse
gruebelnd musing
gruebelt muses
gruen green
gruende reasons
gruendend basing
gruender founder
gruendlich radical
gruendung foundation
gruendungen foundations
gruenschnabel sapling
gruenschnaebel saplings
gruenspan verdigris
gruesse greetings
gruessen greet
gruessend greeting
gruesst greets
grund ground
grundbesitz realty
grundbesitzungen realties
grundlagen fundamentals
grundlegend basically
grundlinie baseline
grundlos baseless
grundplatte bedplate
grundsaetze maxims
grundsaetzlich categorical
grundsatz maxim
grunzen grunt
grunzend grunting
grunzt grunts
gruppe group
gruppen groups
gruppierend grouping
gruppiert grouped
gruss salutation
gueltig valid
gueltigkeit validity
gueltigkeiten validities
gueltigkeitspruefung validation
guenstig favorable
guenstling minion
guenstlinge minions
guertel belt
guete gentleness
gueter goods
gueterzug freighttrain
gulasch goulash
gummi gum
gummis rubbers
gunst favor
gurgeln gargle
gurgelnd gargling
gurgelt gurgles
gurgelte gargled
gurke cucumber
gurken gherkins
gurt girth
gurtbaender webbings
gurtband webbing
gurte girths
gussteil casting
gut fine
gutachter censor
gutartig good-natured
gutaussehend handsome
hOME home
hOT hot
hZ hz
haar hair
haarbuerste hairbrush
haare hairs
haarig hairily
haarlos hairless
haarnadel hairpin
haarnadeln hairpins
haarschnitt haircut
haarstraeubend bloodcurdling
haben have
habgier cupidities
habicht hawk
habichte hawks
hacke hoe
hacken hack
hackend hacking
hackmesser chopper
hackt hacks
haefen harbors
haeftling prisoner
haeftlinge prisoners
haehne cocks
haelfte half
haelften halves
haelse necks
haelt holds
haemmer hammers
haemmernd hammering
haende hands
haendeschuetteln handshake
haendler dealer
haenge hillsides
haengematte hammock
haengematten hammocks
haengen hang
haengend gibbeting
haengt gibbets
haerte hardness
haerten harden
haertend hardening
haerter harder
haerteste hardest
haertet hardens
haesslich nasty
haesslicher uglier
haesslichste ugliest
haeufen heap
haeufend heaping
haeufig frequent
haeuft heapes
haeuschen lodge
haeuser houses
haeuslich domestic
haeute skins
hafen harbor
haferflocken oatmeal
haft arrest
haften adhere
haftend adhering
haftet adheres
hagebutte haw
hagebutten haws
hagel hail
hagelschauer hailstorm
hahn cock
hai shark
haie sharks
haken hook
hakend hooking
hakig hooky
hakt hooks
hakte hooked
halb half
halb- semi
halbieren bisect
halbierend halving
halbiert halved
halbinsel peninsula
halbinseln peninsulas
halbkugel hemispheres
halbstarke mods
half helped
halle hall
hallo hello
hals neck
halsband collar
halsbunde neckbands
halschheit falseness
halskette necklace
halsketten necklaces
halstuch neckerchief
halstuecher neckerchiefs
halt halt
haltbar tenable
halte- retaining
haltegurt tether
halten hold
haltend holding
halter holder
haltung attitude
haltungen attitudes
hammel mutton
hammer gavel
hand hand
handarbeit handiwork
handarbeiten handiworks
handbuch handbook
handel commerce
handeln act
handelnd acting
handels- marketing
handelsmarken trademarks
handelt agitate
handgelenk wrist
handgelenke wrists
handgemacht handmade
handgepaeck handluggage
handhaben manage
handhabend wielding
handhabt wields
handkoffer suitcase
handlich handily
handschrift handwriting
handschriften handwritings
handschuh glove
handschuhe gloves
handtasche gripsack
handtaschen gripsacks
handtuch towel
handtuecher towels
handvoll handful
handwerk handicraft
handwerker manufacturer
handzettel handbill
hanf hemp
hang hillside
hanswuerste tomfools
hanswurst tomfool
hardcopy hardcopy
harddisks harddisks
hardware hardware
harfe harp
harfen harps
harken rake
harkend raking
harkt rakes
harmlos harmless
harmonie harmony
harmonisch harmonic
harmonisieren harmonize
harmonisierend harmonizing
harmonisiert harmonizes
harmonisierte harmonized
harpune harpoon
harpunen harpoons
harresbreite hairbreadth
hart callous
hartgeld specie
hartherzig remorseless
hartnaeckig pertinacious
hartnaeckigkeiten obstinacies
harz resin
hase bunny
haselnuesse filberts
haselnuss filbert
hasen hares
hasenscharte harelip
hass hate
hassen hate
hassend hating
hasst hates
hasten scurry
hastend bustling
hastet bustles
hastig hastily
hat has
hatte had
haube bonnet
hauben bonnets
hauch breeze
hauen hew
hauend hewing
hauer tusk
haufen heap
haupt- cardinal
haupt.. master
hauptgeraet mainframe
hauptleitung trunking
hauptplatine motherboard
hauptquartier headquarters
hauptsaechlich generally
hauptstadt metropolis
hauptstaedtisch metropolitan
hauptwoerter nouns
hauptwort noun
haus house
hausarbeit homework
hausfrau housewife
hausfrauen housewives
hausgrundstueck premises
haushaelterin housekeeper
haushalt household
haushalte households
haushaltung housekeeping
hausieren peddle
hausierend peddling
hausierer huckster
hausiert peddles
hausierte peddled
hausmeister caretaker
haustuer frontdoor
haut hews
header headers
hebamme midwife
hebammen midwifes
hebel lever
hebelkraft leverage
heben heave
hebend heaving
hebt heaves
hecke hedge
hecken hedges
heer army
heftend tacking
heftig boisterous
heftigkeiten vehemences
heftklammer staple
heftklammern staples
heftpflaster plaster
heide heather
heideland wold
heikel scabrous
heil salvation
heilbar curable
heilbutt halibut
heilen cure
heilend curing
heilig holy
heiligen hallow
heiligend hallowing
heiligenschein nimbus
heiligkeit sanctity
heiligkeiten sanctities
heiligt hallows
heiligtuemer sanctuaries
heiligtum sanctuary
heilmittel remedies
heilsam beneficial
heilt cures
heimatlos homeless
heimgesucht infested
heimlich clandestine
heimlichkeit secrecy
heimlichkeiten secrecies
heimsuchen infest
heimsuchend infesting
heimtueckisch dastardly
heimwaerts homeward
heimweh nostalgia
heirat marriage
heiraten marry
heiratend marriyng
heiratet marries
heiser hoarse
heiss ardent
heiter cheerful
heiterkeit serenity
heiterkeiten serenities
heizer stoker
heizkoerper radiator
heizung firing
heizungen firings
hektisch hectic
heldin heroine
heldinnen heroines
helfen aid
helfend assisting
helfer backer
hell bright
heller brighter
helligkeit brightness
hellseher clairvoyant
hellste brightest
helm helmet
helme helmets
hemd chemise
hemden shirts
hemdsaermelig shirtly
hemisphere hemisphere
hemmen trig
hemmend trigging
hemmschuh skid
hemmschuhe skids
hemmt trigs
hemmungen inhibitions
hemmungslos unscrupulous
hengst stallion
hengste stallions
henker hangman
henne hen
herabgesetzt disparaged
herabgesetzte depreciated
herabsetzen belittle
herabsetzend degrading
herabsetzung decremented
herabsetzungen reductions
herabwuenschen imprecate
herabwuenschend imprecating
heraus out
herausdordern defy
herausfordern provoke
herausfordernd challenging
herausforderung challenge
herausforderungen defiances
herausgeber publishers
herausgefordert challenged
herausgegeben released
herausgestellt exposed
herausgreifend picking
herausnehmen rarefy
herausstellen expose
herausstellend exposing
herb harsh
herberge harborage
herbergen harborages
herbst autumn
herbstlich autumnal
hercules hercules
herd hearth
herde flock
herden flocks
hergestellt constructed
hering herring
herkoemmlich conventionally
herkunft parentage
herr mr
herren gents
herrin mistress
herrinnen mistresses
herrlich funny
herrschaft dominion
herrschaften masteries
herrschen dominate
herrschend dominant
herrscher sovereign
herrscht dominates
herstellen manufacture
herstellend manufacturing
herueber over
herueberkommen overcome
herum around
herunter downward
hervorgelockt elicited
hervorgeragt jutted
hervorgerufen evoked
hervorlocken elicit
hervorlockend eliciting
hervorragen jut
hervorragend jutting
hervorrufend evoking
herz heart
herzen hearts
herzklopfen palpitation
herzlich cordial
herzlos heartless
hetze chevy
hetzen rush
hetzend badgering
hetzt badgers
heu hay
heuchelei hypocrisy
heucheleien hypocrisies
heucheln feign
heuchelnd feigning
heuchelt feigns
heuchler hypocrite
heuchlerisch hypocritical
heuhaufen haycock
heulen howl
heulend howling
heult howls
heuschrecke grasshopper
heuschrecken locusts
heute today
heutige todays
heutzutage nowadays
hexe hag
hexen hags
hexerei witchcraft
hexereien witchcrafts
hier here
hierarchisch hierarchical
hierauf hereupon
hierdurch hereby
hierher hither
hiermit herewith
hierunter hereunder
hiervon hereof
hilfe help
hilfefile helpfile
hilflos helpless
hilflosigkeit helplessness
hilfreich helpful
hilfs- auxiliary
hilfsmittel resource
hilfsquellen resources
hilft aids
himbeere raspberry
himbeeren raspberries
himmel heaven
himmelskoerper luminaries
himmelwaerts skyward
himmlisch celestial
hinab down
hinauf up
hinaufgeklettert shined
hinaufklettern shin
hinaufkletternd shinning
hinausdraengen expel
hinderlich obstructive
hindern embarrass
hindernd embarrassing
hindernis hindrance
hindernisse barriers
hindert embarrasses
hindurch through
hineindraengen interlope
hineindraengend interloping
hineingedraengt interloped
hingebung devotion
hingelegt deposited
hingenommen acquiesced
hingerissen ravished
hingewiesen referenced
hingezogen protracted
hinken limp
hinkend limping
hinkriegen wangle
hinkriegend wangling
hinkt limps
hinnehmen acquiesce
hinnehmend acquiescing
hinreissen ravish
hinreissend ravishing
hinter behind
hintergruende backgrounds
hintergrund background
hinterste rearmost
hinterster rear
hintertreiben thwart
hintertreibend thwarting
hintertreibt thwarts
hintertrieben thwarted
hintertuer back-door
hinterwaeldler backwoodsman
hinweis clue
hinweise hints
hinziehen protract
hinziehend protracting
hirn brain
hirnhautentzuendung meningitis
hirsch hart
hirsche harts
hirse millet
hirt herder
historisch historical
hitze ardency
hitzkoepfe spitfires
hitzkopf hothead
hob heaved
hobbies hobbies
hobby fad
hoch high
hochachtungsvoll respectfully
hochgehoben uplifted
hochgezogen hoisted
hochheben uplift
hochhebend uplifting
hochland upland
hochmuetig supercilious
hochruf cheer
hochrufe cheers
hochzeit wedding
hochzeiten weddings
hochzeits- nuptial
hochziehend hoisting
hocker stool
hoden testicle
hoechst most
hoechste highest
hoechstes uppermost
hoechstleistung tilt
hoechstwertig leftmost
hoecker humps
hoeflich complimentary
hoeflichkeit civility
hoeflichkeiten civilities
hoehe altitude
hoehen heights
hoehepunkt climax
hoehepunkte climaxes
hoeher higher
hoehle cave
hoehlen burrows
hoelle hell
hoellisch hellish
hoelzer lumbers
hoelzern wooden
hoerbar audibly
hoerbare audible
hoeren hear
hoerend hearing
hoerensagen hearsay
hoerer hearer
hoerner cornets
hoert hears
hof court
hoffen hope
hoffend hoping
hoffnung hope
hoffnungslos hopeless
hoffnungsvoll hopeful
hofft hopes
hoffte hoped
hohl cavernous
hohlraum cavity
holend fetching
holt fetches
holz lumber
holzig woody
holzkohle charcoal
holzkohlen charcoals
holzschnitt woodcut
holzschnitte woodcuts
holzschraube woodscrew
honig honey
honigsuess honeyed
horchen hark
horchend harking
horcht harks
horizont horizon
horizontal horizontal
horizonte horizons
horn cornet
hornig horny
hornisse hornet
